data: dataset/wiki/wikitext-2/
d:1:1.0276997421840175,4.531826781974924,4.531826781974924,8.03595382176583
d:2:0.4112171209169162,4.531826953961604,4.5318264732427895,8.652436306287477
d:3:0.1734062242815959,4.531826763320506,4.531826645229469,8.890247184268379
d:4:0.09217877943155806,4.531826935307183,4.531826116472567,8.971474272348193
d:5:0.05152164300944584,4.531826997108818,4.531826309818259,9.01213166391763
d:6:0.035083322627080804,4.531826891155973,4.531826111932548,9.028569680461441
d:7:0.024236932331374916,4.531826597178388,4.531826130516015,9.039415795363029
d:8:0.018154692057118282,4.531826997108818,4.531825695085787,9.045498000137487
d:9:0.012440295185436767,4.531826954665759,4.53182570683555,9.051212366315871
d:10:0.010196367864542921,4.531826837592004,4.531826116434197,9.053456586161658
d:11:0.007591736270445182,4.531826597178388,4.531826113300639,9.056060974208581
d:12:0.00708944433680081,4.531826639622052,4.531825941313869,9.05656313659912
d:13:0.005972681719844886,4.5318266656052,4.531825934045848,9.057679917931203
d:14:0.005809325938862742,4.531826932816691,4.531825869185501,9.05784347606333
d:15:0.004899387256550369,4.531826837592004,4.5318257530996995,9.058753203435153
d:16:0.004779316810969547,4.53182631858343,4.5318260102290795,9.05887301200154
d:17:0.004245954289016751,4.531826490570317,4.5318260348970245,9.059406571178325
d:18:0.004164644248206173,4.531826837592004,4.531825670254072,9.05948786359787
d:19:0.0038329317829752796,4.5318264481264166,4.531825958046647,9.059819474390087
d:20:0.0038064880487365116,4.531826175515305,4.531825935970909,9.059845623437477
d:21:0.0034176912498828926,4.53182600352842,4.5318259134929075,9.060234225771445
d:22:0.003440274170218416,4.53182631858343,4.531825983714621,9.060212028127834
d:23:0.003163345252287897,4.531825445692183,4.531826035586863,9.060488136026757
d:24:0.0031308035116879296,4.53182631858343,4.531825457343299,9.060520972415041
d:25:0.0029626988155708744,4.531825502358327,4.53182521495911,9.060688018501866
d:26:0.0028404782970774534,4.531826179259644,4.531825073879723,9.06081077484229
d:27:0.002699514372551448,4.53182600352842,4.5318249205472565,9.060951409703126
d:28:0.002613309202018854,4.531825502358327,4.5318249346395065,9.061037127795814
d:29:0.0024687863360668416,4.531826179259644,4.531824955785292,9.061182348708869
d:30:0.00243986606663249,4.531825502358327,4.531825183388967,9.061210819680662
d:31:0.002311726349843113,4.531826169796968,4.531824981947388,9.061339425394513
d:32:0.0022901644926420772,4.5318253211424135,4.531824430039541,9.061359586689314
d:33:0.002171514352863113,4.531825345809992,4.53182445470738,9.061478286164508
d:34:0.0021293373577275787,4.531825621422585,4.531824655382242,9.0615209394471
d:35:0.002043454520055832,4.531825502358327,4.5318232242067005,9.061605272044972
d:36:0.0020414028755322278,4.531825760758186,4.53182340900498,9.061607766887635
d:37:0.0020118178626873373,4.5318254150910064,4.531823014686227,9.061636611914546
d:38:0.0020191172108976474,4.531825155885868,4.531823295145798,9.061629333820768
d:39:0.0019289866490126428,4.5318254375690685,4.531823198264988,9.061719649185044
d:40:0.0019057922513141534,4.531825502358327,4.531823487340179,9.061743197447193
d:41:0.0018664648300923403,4.531825185590594,4.531823463059785,9.061782183820286
d:42:0.0018933601710369174,4.531825502358327,4.531823376846758,9.06175551903405
d:43:0.0018703439752840723,4.531825345809992,4.531822844948511,9.061777846783219
d:44:0.001845051113825491,4.5318254150910064,4.5318223874147865,9.061802751391967
d:45:0.001843682855415807,4.531825133407713,4.53182291817991,9.061804368732208
d:46:0.0018151026462156494,4.531825108740252,4.53182293691281,9.061832943006845
d:47:0.001823263259726815,4.5318253526795,4.531822461655437,9.06182455107521
d:48:0.0018058426624829593,4.531824908059345,4.531822633642671,9.061841699039533
d:49:0.0017513177759305165,4.531825108740252,4.531822486011225,9.061896276975546
d:50:0.001749754405688364,4.531825286170777,4.531821563160591,9.06189709492568
d:51:0.0017808341445757492,4.531825301003377,4.531821135843166,9.061865602701968
d:52:0.001740587538982652,4.5318253211424135,4.531822621732909,9.06190735533634
d:53:0.0017828556790480121,4.531825278754562,4.531821199832835,9.06186362290835
d:54:0.0017190651925869105,4.531825277364214,4.531822252262099,9.061928464433725
d:55:0.001733367718502521,4.5318254150910064,4.531821906856818,9.061913954229322
d:56:0.0016994896065885001,4.531825531976666,4.5318207913082915,9.061946833678368
d:57:0.0016908894586489254,4.531825380697275,4.531820985712855,9.06195547695148
d:58:0.0017075740563807784,4.531824952043279,4.531821503309346,9.061938881296244
d:59:0.001731883543749646,4.531825185590594,4.531822302692492,9.061915604739337
d:60:0.0016896739610583467,4.531825602977948,4.53182087354415,9.06195680256104
d:61:0.0016723469576067629,4.531825531976666,4.531820940427831,9.06197412544689
d:62:0.0016462932190108859,4.531825155885868,4.531822203764996,9.062001066431854
d:63:0.001636529441009671,4.531825131447228,4.531821336793288,9.062009938799507
d:64:0.00164911850840177,4.531825495908344,4.531820661811058,9.061997039211
d:65:0.0016312948309451514,4.531825602977948,4.5318211587523285,9.06201546689933
d:66:0.0016398100696441986,4.531825131447228,4.531821421622703,9.062006743000286
d:67:0.001611196575231233,4.531825555264883,4.531820724364179,9.06203508305383
d:68:0.0016078295185941727,4.531825171394776,4.531821839109138,9.06203918098532
d:69:0.0016127307257196577,4.531825602977948,4.531820327686561,9.06203319993879
d:70:0.0015791659738777497,4.531825561008991,4.531820253573725,9.06206664860884
d:71:0.001635332539054346,4.5318250747895545,4.531821413095687,9.062011155346188
d:72:0.0015902475014044626,4.531824908059345,4.531821425908307,9.062056086466248
